Unique_ID,Country,Year,Date,Time,Location,Acc_Type,Colli_Type,Acc_Detail,CauseDetai,Assistance,Offence,Damage,HumanEleme,IceCondit,CrewIceTra,Pollution,Pollu_m3,Pollu_t,Pollu_Type,RespAction,Cargo_Type,Ship1_Name,Sh1_Categ,Sh1_Type,Sh1_Hull,Sh1Size_gt,Sh1Sizedwt,Sh1Draug_m,Cause_Sh1,Pilot_Sh1,Ship2_Name,Sh2_Categ,Sh2_Type,Sh2_Hull,Sh2Size_gt,Sh2Sizedwt,Sh2Draug_m,Cause_Sh2,Pilot_Sh2,Add_Info,Latitude,Longitude,source
2012_0107,Latvia,2012.0,,8:06:00 PM,Port,Contact,With object,Collision with portal structure,,no,operating of the ship,leakage,Mistake,No,n.i.,Yes,1.0,,Lubricant oil,Recovered lubricant,Ballast,"Bitten Theresa,  9165451, Malta",Tanker,Oil Tanker,Double hull,3356,,< 7m,Human element,Yes,,,,,,,,,,Port authorities involved,57.031,24.124,HELCOM reporting
2012_0108,Russia,2012.0,,n.i.,Port,Pollution,,Overflow of cargo tank of bunker.,,Localization of mazut spill by booms and carried out of clean up operation,,Oil product pollution of the sea port area,,n.i.,n.i.,Yes,0.3,,Mazut,It was collected 1 ton of oily-water mix. Work carried out by specialists of Baltic Salvage Company (BALTBASU).,N.i.,"KOL?, 6720004, Russia",Tanker,,n.i.,6945,,n.i.,Human element,No,,,,,,,,,,,59.9,30.25,HELCOM reporting
2012_0109,Russia,2012.0,,n.i.,Port,Pollution,,Pollution was occurred during bunkering operations,,oil collecting vessel and skimmer were involved in the clean-up operation,,Mazut pollution of the sea port area,,No,,Yes,0.0,,Fuel oil IFO-180 (mazut),The place of incident was protected by booms in advance (before the begining of bunkering operation). Sorbent was used to absorb oil pollution. Oil collecting vessels and skimmers were involved. Response operation carried out by specialists of Baltic Sal,N.i.,"ASPHODEL, n.i., Liberia",Cargo,,n.i.,16626,,n.i.,Human element,No,,,,,,,,,,,59.9,30.25,HELCOM reporting
2012_0110,Latvia,2012.0,,8:49:00 AM,Port,Pollution,,,,no,operating of the ship,leakage,Slip,No,n.i.,Yes,0.0,"0,35",Gasoil,,Ballast,"Champion Tide, 9112117, Norway",Tanker,Oil Tanker,Double hull,26218,,11-13m,Human element,n.i.,,,,,,,,,,,57.4007,21.5456,HELCOM reporting
2012_0111,Latvia,2012.0,,6:50:00 AM,Port,Pollution,,,,no,operating of the ship,leakage,Slip,No,n.i.,Yes,0.0,"0,001",Gasoil,,Ballast,"Maersk Erin, 9274628, Denmark",Tanker,Oil Tanker,Double hull,26634,,9-11m,Human element,n.i.,,,,,,,,,,,57.4,21.5448,HELCOM reporting
2012_0112,Russia,2012.0,,n.i.,Port,Pollution,,Pollution was occurred during bunkering operations,,Localization of mazut spill by booms and carried out of clean up operation,,Mazut pollution of the sea port area,,Yes,n.i.,Yes,0.0,,Fuel oil IFO-180 (mazut),The place of incident was protected by booms in advance (before the begining of bunkering operation). Spilled mazut was collected. Response operation carried out by specialists of Baltic Salvage Company (BALTBASU).,N.i.,"EMSWEVE, n.i., St. John's",Cargo,,n.i.,n.i.,,n.i.,Human element,No,,,,,,,,,,,59.9,30.25,HELCOM reporting
2012_0113,Russia,2012.0,,n.i.,Port approach,Pollution,,Pollution of port area by mazut,,Localization of mazut spill by booms and carried out of clean up operation,,,,No,,Yes,0.0,,Mazut,"It was collected 0,03 kilo of mazut and 50 cub.m oily- water mix. Work carried out by specialists of Kaliningrad branch of Baltic Salvage Company (BALTBASU). Boat and oil collecting vessel were involved.",no cargo,"B?-59, n.i.,Russia",Other,Tug,n.i.,n.i.,,n.i.,Human element,No,,,,,,,,,,,54.683333,20.516667,HELCOM reporting
2012_0114,Denmark,2012.0,,8:40:00 PM,Port approach,Stranding/grounding,Power,Less Serious,,,,,,,,,0.0,,,,,"ODIN SYDFYEN , , DENMARK",Passenger,Passenger and Ro-Ro cargo,,1698,,,,,,,,,,,,,,,54.875833,11.024333,HELCOM reporting
2012_0115,Denmark,2012.0,,,n.i.,Contact,With object,Less Serious,,,,,,,,,0.0,,,,,"LEONORA CHRISTINA , , DENMARK",Passenger,Passenger and Ro-Ro cargo,,10371,,,,,,,,,,,,,,,55.1,14.683333,HELCOM reporting
2012_0116,Denmark,2012.0,,3:47:00 PM,Open sea,Stranding/grounding,Power,Less Serious,,,,,,,,,0.0,,,,,"FEED HALTEN , , ANTIGUA AND BARBUDA",Cargo,Solid Cargo,,1999,,,,,,,,,,,,,,,56.715667,10.404833,HELCOM reporting
2012_0117,Denmark,2012.0,,12:55:00 PM,Port,Contact,With object,Less Serious,,,,,,,,,0.0,,,,,"SEJEROEFAERGEN , , DENMARK",Passenger,Passenger and Ro-Ro cargo,,1433,,,,,,,,,,,,,,,55.7545,11.326333,HELCOM reporting
2012_0118,Denmark,2012.0,,9:09:00 PM,n.i.,Contact,With object,Less Serious,,,,,,,,,0.0,,,,,"GLOBIA , , SAINT VINCENT AND THE GRENADINES",Cargo,Solid Cargo,,1095,,,,,,,,,,,,,,,54.871167,11.7485,HELCOM reporting
2012_0119,Denmark,2012.0,,10:53:00 AM,Port approach,Contact,With object,Less Serious,,,,,,,,,0.0,,,,,"MIE MOLS , , DENMARK",Passenger,Passenger and Ro-Ro cargo,,3971,,,,,,,,,,,,,,,56.151667,10.666667,HELCOM reporting
2012_0120,Denmark,2012.0,,,n.i.,Stranding/grounding,Power,Less Serious,,,,,,,,,0.0,,,,,"DANAVIK , , MARSHALL ISLANDS",Cargo,Solid Cargo,,3615,,,,,,,,,,,,,,,55.041167,9.430833,HELCOM reporting
2012_0121,Denmark,2012.0,,4:00:00 PM,Port approach,Stranding/grounding,Power,Serious,,,,,,,,,0.0,,,,,"ANTARI , , ANTIGUA AND BARBUDA",Cargo,Solid Cargo,,2446,,,,,,,,,,,,,,,55.209667,12.166667,HELCOM reporting
2012_0122,Denmark,2012.0,,7:45:00 PM,Port,Other type,Loss of containment,Less Serious,,,,,,,,,0.0,,,,,"NORTH SEA GIANT , , MALTA",Other,Multi-purpose,,18151,,,,,,,,,,,,,,,57.4355,10.551833,HELCOM reporting
2012_0123,Denmark,2012.0,,3:47:00 PM,Port,Other type,Fire,Less Serious,,,,,,,,,0.0,,,,,"NORTH SEA GIANT , , MALTA",Other,Multi-purpose,,18151,,,,,,,,,,,,,,,57.4355,10.551833,HELCOM reporting
2012_0124,Denmark,2012.0,,8:40:00 AM,Open sea,Stranding/grounding,Power,Less Serious,,,,,,,,,0.0,,,,,"ANHOLT , , DENMARK",Passenger,Passenger and Ro-Ro cargo,,1175,,,,,,,,,,,,,,,56.713833,11.507667,HELCOM reporting
2012_0125,Denmark,2012.0,,2:15:00 PM,Open sea,Stranding/grounding,Power,Serious,,,,,,,,,0.0,,,,,"TERRY , , MALTA",Tanker,Liquid Cargo,,10321,,,,,,,,,,,,,,,55.633833,12.6835,HELCOM reporting
2012_0126,Denmark,2012.0,,8:00:00 AM,n.i.,Stranding/grounding,Power,Less Serious,,,,,,,,,0.0,,,,,"Hellevik , , SWEDEN",Cargo,Solid Cargo,,1957,,,,,,,,,,,,,,,56.457,10.051833,HELCOM reporting
2012_0127,Denmark,2012.0,,11:25:00 AM,Open sea,Stranding/grounding,Power,Less Serious,,,,,,,,,0.0,,,,,"RAN , , ANTIGUA AND BARBUDA",Cargo,Solid Cargo,,1943,,,,,,,,,,,,,,,56.458333,10.123333,HELCOM reporting
2012_0128,Denmark,2012.0,,4:20:00 PM,n.i.,Contact,With object,Less Serious,,,,,,,,,0.0,,,,,"SEJEROEFAERGEN , , DENMARK",Passenger,Passenger and Ro-Ro cargo,,1433,,,,,,,,,,,,,,,55.754833,11.326667,HELCOM reporting
2012_0129,Denmark,2012.0,,10:00:00 PM,Port approach,Contact,With object,Less Serious,,,,,,,,,0.0,,,,,"LOLLAND , , DENMARK",Passenger,Passenger and Ro-Ro cargo,,4500,,,,,,,,,,,,,,,54.875,11.028333,HELCOM reporting
2012_0130,Denmark,2012.0,,9:45:00 PM,Open sea,Other type,Fire,Less Serious,,,,,,,,,0.0,,,,,"KRONPRINS FREDERIK , , DENMARK",Passenger,Passenger and Ro-Ro cargo,,16071,,,,,,,,,,,,,,,54.436667,11.967667,HELCOM reporting
2012_0131,Denmark,2012.0,,9:30:00 AM,Port,Stranding/grounding,Drift,Serious,,,,,,,,,0.0,,,,,"HAMMERODDE , , DENMARK",Passenger,Passenger and Ro-Ro cargo,,14551,,,,,,,,,,,,,,,55.095,14.69,HELCOM reporting
2012_0132,Denmark,2012.0,,10:00:00 PM,Port,Contact,With object,Less Serious,,,,,,,,,0.0,,,,,"MARGRETE LÃSÃ , , DENMARK",Passenger,Passenger and Ro-Ro cargo,,3688,,,,,,,,,,,,,,,57.436667,10.541667,HELCOM reporting
2012_0133,Denmark,2012.0,,,Open sea,Other type,Fire,Less Serious,,,,,,,,,0.0,,,,,"Stella Lyra , , NETHERLANDS",Tanker,Liquid Cargo,,2874,,,,,,,,,,,,,,,55.966667,10.883333,HELCOM reporting
2012_0134,Denmark,2012.0,,7:00:00 AM,Open sea,Stranding/grounding,Power,Less Serious,,,,,,,,,0.0,,,,,"STERNÃ , , SWEDEN",Cargo,Solid Cargo,,1300,,,,,,,,,,,,,,,56.472667,10.209333,HELCOM reporting
2012_0135,Denmark,2012.0,,11:25:00 AM,n.i.,Contact,With object,Less Serious,,,,,,,,,0.0,,,,,"FAABORG III , , DENMARK",Passenger,Passenger and Ro-Ro cargo,,924,,,,,,,,,,,,,,,55.036667,10.25,HELCOM reporting
2012_0136,Denmark,2012.0,,9:15:00 AM,Open sea,Stranding/grounding,Power,Less Serious,,,,,,,,,0.0,,,,,"ÃRÃSKÃBING , , DENMARK",Passenger,Only passenger,,1617,,,,,,,,,,,,,,,54.965833,10.459667,HELCOM reporting
2012_0137,Denmark,2012.0,,1:58:00 AM,Open sea,Other type,Loss of electrical power,Less Serious,,,,,,,,,0.0,,,,,"SAGA RUBY , , MALTA",Passenger,Only passenger,,24492,,,,,,,,,,,,,,,56.166667,11.258333,HELCOM reporting
2012_0138,Denmark,2012.0,,9:00:00 AM,Port,Collision,With vessel,Less Serious,,,,,,,,,0.0,,,,,"BLUE BETA , , DENMARK",Other,Offshore supply ship,,2099,,,,,,,,,,,,,,,55.095,14.691667,HELCOM reporting
2012_0139,Denmark,2012.0,,6:35:00 AM,Port approach,Other type,Fire,Marine incident,,,,,,,,,0.0,,,,,"KRONPRINS FREDERIK , , DENMARK",Passenger,Passenger and Ro-Ro cargo,,16071,,,,,,,,,,,,,,,54.570667,11.921667,HELCOM reporting
2012_0140,Denmark,2012.0,,10:40:00 PM,Open sea,Stranding/grounding,Power,Marine incident,,,,,,,,,0.0,,,,,"LEXUS , , DENMARK",Tanker,Liquid Cargo,,2947,,,,,,,,,,,,,,,55.593333,12.785,HELCOM reporting
2012_0141,Denmark,2012.0,,11:55:00 PM,Open sea,Contact,With object,Less Serious,,,,,,,,,0.0,,,,,"WILSON MOSEL , , MALTA",Cargo,Solid Cargo,,1589,,,,,,,,,,,,,,,55.563333,12.705,HELCOM reporting
2012_0142,Denmark,2012.0,,,n.i.,Other type,Fire,Less Serious,,,,,,,,,0.0,,,,,"Stena Jutlandica , , SWEDEN",Passenger,Passenger and Ro-Ro cargo,,29691,,,,,,,,,,,,,,,57.431,10.556833,HELCOM reporting
2012_0143,Denmark,2012.0,,1:50:00 PM,Port,Contact,With object,Less Serious,,,,,,,,,0.0,,,,,"ANE LÃSÃ , , DENMARK",Passenger,Passenger and Ro-Ro cargo,,2208,,,,,,,,,,,,,,,55.912333,10.259833,HELCOM reporting
2012_0144,Denmark,2012.0,,7:45:00 AM,Port approach,Contact,With object,Less Serious,,,,,,,,,0.0,,,,,"KEY FIGHTER , , MALTA",Tanker,Liquid Cargo,,3693,,,,,,,,,,,,,,,55.429,10.405667,HELCOM reporting
2012_0145,Denmark,2012.0,,1:40:00 AM,Port approach,Stranding/grounding,Power,Less Serious,,,,,,,,,0.0,,,,,"WISBY VERITY , , SWEDEN",Tanker,Liquid Cargo,,4295,,,,,,,,,,,,,,,55.669333,11.018333,HELCOM reporting
2012_0146,Denmark,2012.0,,8:35:00 AM,Port approach,Contact,With object,Less Serious,,,,,,,,,0.0,,,,,"ANE LÃSÃ , , DENMARK",Passenger,Passenger and Ro-Ro cargo,,2208,,,,,,,,,,,,,,,55.796167,10.5285,HELCOM reporting
2012_0147,Denmark,2012.0,,10:15:00 PM,Open sea,Stranding/grounding,Power,Serious,,,,,,,,,0.0,,,,,"ALA , , PANAMA",Cargo,Solid Cargo,,1064,,,,,,,,,,,,,,,56.128333,10.805,HELCOM reporting
2012_0148,Denmark,2012.0,,10:00:00 AM,Port,Contact,With object,Less Serious,,,,,,,,,0.0,,,,,"Stena Scanrail , , SWEDEN",Passenger,Passenger and Ro-Ro cargo,,7504,,,,,,,,,,,,,,,57.433333,10.537333,HELCOM reporting
2012_0149,Denmark,2012.0,,1:00:00 PM,Open sea,Stranding/grounding,Power,Serious,,,,,,,,,0.0,,,,,"BLACK SEA , , ANTIGUA AND BARBUDA",Cargo,Solid Cargo,,2449,,,,,,,,,,,,,,,54.837833,11.491167,HELCOM reporting
2013_0001,Sweden,2013.0,,,Open sea,Accidents with life-saving appliances,,,Technical fault in the safety equipment incl. fire extinguishing equipment,,,,,n.i.,,No,0.0,,,,Passenger,"BIRKA STOCKHOLM, SIJW, Sweden",Passenger,International traffic,Single hull,34924,,< 7m,Technical failure,No,,,,,,,,,,,59.4,18.35,HELCOM reporting
2013_0002,Russia,2013.0,,8:45:00 AM,Port,Pollution,,,,Yes,,No,,No,NO,Yes,0.0,,mazut,"collected 2,4 cub.m oil-water mixture",Mazut,"Lilaste, Russia",Tanker,Bunker ship,,885,,n.i.,Human element,n.i.,,,,,,,,,,St. Petersburg,59.9,30.25,HELCOM reporting
2013_0003,Finland,2013.0,,12:53:00 AM,Open sea,Fire or explosion,,Electrical fire at car deck caused by refrigeration lorry,,,,No,,,,No,0.0,,,,,"Silja Symphony, 8803769, SE",Passenger,Passenger/ro-ro,,58376,,7-9m,,,,,,,,,,,,,59.7,20.455,HELCOM reporting
2013_0004,Sweden,2013.0,,1:30:00 AM,Open sea,Stranding/grounding,,,,towing,,,Mistake,No,,No,0.0,,,,Dry cargo/mixed cargo/containers,"LADOGA 8, V3WY, Belize",Cargo,Dry bulk carrier,Double hull,1511,,< 7m,Human element,No,,,,,,,,,,,57.72,16.85,HELCOM reporting
2013_0005,Denmark,2013.0,,1:55:00 AM,Open sea,Fire or explosion,,"The fire started at 1:53 AM on Tuesday, April 23, 2013 on cargo deck 3 after the ship passed Bornholm Island in Baltic Sea",The fire started from one secand-hand car -hood,No,nil,Burned down a car trailer and 6 secand hands cars,Lapse,No,n.i.,No,0.0,,,,,"Victoria Seaways, 9350721, Lithuania",Passenger,"ro-ro, ferry",,25518,,7-9m,Technical failure,No,,,,,,,,,,,55.040017,15.76,HELCOM reporting
2013_0006,Finland,2013.0,,2:05:00 AM,Open sea,Stranding/grounding,,Grounding to to autopilot failure,,,,No,,,,No,0.0,,,,,"Amazon, 7340978, FI",Other,Trawler,,403,,< 7m,,No,,,,,,,,,,,60.768333,21.248333,HELCOM reporting
2013_0007,Sweden,2013.0,,4:40:00 AM,Open sea,Contact,With object,,,,,,Slip,No,,No,0.0,,,,Ballast/empty,"UNION BEAVER, ORLA, Belgium",Other,,Double bottom,856,,< 7m,Human element,Exemption certificate,,,,,,,,,,,56.98,17.01,HELCOM reporting
2013_0008,Finland,2013.0,,2:20:00 AM,Open sea,Machinery damage,,Elecrtonic promlem with vessel's CCP control transfer card,,,,No,,,,No,0.0,,,,,"Baltica, 8813154, MT",Cargo,Ro-ro,,21224,,7-9m,,,,,,,,,,,,,60.190667,25.220167,HELCOM reporting
2013_0009,Latvia,2013.0,,4:00:00 AM,Open sea,Capsizing/listing,,Loss of packaged timber deck  cargo abt 70 cbm. Listing to 20 deg. To port side,"wind,heavy waves",others-reloading,operation of the ship,No,,No,n.i.,No,0.0,,,,sawn timber,"DOLFIJN, V2PT6, IMO 8815786, Antigua&Barbuda",Cargo,general cargo,,1987,,< 7m,external causes,No,,,,,,,,,,,57.406,23.4,HELCOM reporting
2013_0010,Sweden,2013.0,,4:00:00 AM,Open sea,Stranding/grounding,,,Alcohol or other intoxicants,,Alcohol or other intoxicants,,Violation,No,,No,0.0,,,,Other/unknown,"FRI WAVE, PJPA, Netherlands Antilles",Cargo,Dry bulk carrier,Single hull,2190,,< 7m,Human element,n.i.,,,,,,,,,,,55.99,14.65,HELCOM reporting
2013_0011,Sweden,2013.0,,4:40:00 AM,Open sea,Fire or explosion,,,,,,,,Yes,,No,0.0,,,,Cars and passengers (railway-car,"STENA NAUTICA, SGQU, Sweden",Passenger,International traffic,Double bottom,19504,,< 7m,External causes,No,,,,,,,,,,,56.96,11.83,HELCOM reporting
2013_0012,Sweden,2013.0,,5:00:00 AM,Open sea,Machinery damage,,,Technical fault in the propulsion machinery,,,,,No,,No,0.0,,,,Passenger,"THOMSON SPIRIT, 9HA2336, Malta",Passenger,International traffic,Double bottom,33930,,7-9m,Technical failure,No,,,,,,,,,,,59.76,19.32,HELCOM reporting
2013_0013,Russia,2013.0,,10:36:00 AM,Port,Pollution,,,,Yes,,no,Mistake,No,NO,Yes,400.0,,n.i.,use sorbent for collection of oil spill,mazut,"NS Captian, Liberia",Tanker,,,57248,,n.i.,Human element,n.i.,,,,,,,,,,St. Petersburg,59.9,30.25,HELCOM reporting
2013_0014,Sweden,2013.0,,5:25:00 AM,Open sea,Damages to ships or equipment,,,,,,,,No,,No,0.0,,,,"Bulk (ore, coal, grain etc.)","Yashma, UEJO, Russian Federation",Cargo,Dry bulk carrier,Double hull,3505,,< 7m,Technical failure,No,,,,,,,,,,,57.67,11.69,HELCOM reporting
2013_0015,Sweden,2013.0,,7:18:00 AM,Open sea,Fire or explosion,,,,,,,,No,,No,0.0,,,,Passenger,"MEIN SCHIFF 1, 9HJH9, Malta",Passenger,International traffic,Double bottom,76998,,7-9m,Unknown,n.i.,,,,,,,,,,,56.85,18.43,HELCOM reporting
2013_0016,Sweden,2013.0,,7:57:00 AM,Open sea,Machinery damage,,,Technical fault in the propulsion machinery,,,,,No,,No,0.0,,,,Cars and passengers (railway-car,"VISBY, SGPH, Sweden",Passenger,International traffic,Double bottom,29746,,< 7m,Technical failure,No,,,,,,,,,,,57.63,18.21,HELCOM reporting
2013_0017,Sweden,2013.0,,8:50:00 AM,Open sea,Stranding/grounding,,,Alcohol or other intoxicants,,Alcohol or other intoxicants,,Violation,No,,No,0.0,,,,"Bulk (ore, coal, grain etc.)","RAN, V2PE6, Antigua And Barbuda",Cargo,Dry bulk carrier,Double hull,1943,,< 7m,Human element,No,,,,,,,,,,,55.94,12.76,HELCOM reporting
2013_0018,Sweden,2013.0,,9:05:00 AM,Open sea,Machinery damage,,,Technical fault in the propulsion machinery,,,,,No,,No,0.0,,,,Ballast/empty,"NORTHERN OCEAN, OZ2091, Faroe Islands",Tanker,Chemical,Double hull,8594,,< 7m,Technical failure,Yes,,,,,,,,,,,57.63,11.7,HELCOM reporting
2013_0019,Lithuania,2013.0,,9:08:00 AM,Open sea,Accidents with life-saving appliances,,MRCC of the Lithuanian NAVY received request from ship KAUNAS SEAWAYS for one passenger medical evacuation.,"The ship`s crew reported that has passenger on board with stroke diagnosis. The passenger was evacuated with Lithuanian Air Force helicopter, At 11:34(LT) passenger was delivered to the Seamen's Hospital in Klaipeda.",SAR,nil,,,No,n.i.,No,0.0,,,,peoples and cars,"Kaunas Seaways, 8311924, Lithuania",Passenger,Ro-ro/passenger ship,,25206,,< 7m,Unknown,No,,,,,,,,,,,55.680133,20.36851,HELCOM reporting
2013_0020,Finland,2013.0,,1:54:00 PM,Open sea,Contact,With object,Vessel's bow hit fixed byou,,,,Minor,,,,No,0.0,,,,,"Jurmo, 9255270, FI",Tanker,Oil/chemical tanker,,15980,,9-11m,,Yes,,,,,,,,,,,65.13,24.3,HELCOM reporting
2013_0021,Sweden,2013.0,,11:00:00 AM,Open sea,Machinery damage,,,,,,,Slip,No,,No,0.0,,,,Ballast/empty,"SAGA LEJON, SBZY, Sweden",Passenger,,Single hull,1178,,< 7m,Human element,No,,,,,,,,,,,58.62,16.68,HELCOM reporting
2013_0022,Sweden,2013.0,,6:57:00 PM,Open sea,Contact,With object,,,,,,Slip,No,,No,0.0,,,,"Bulk (ore, coal, grain etc.)","LOYA, 9HA2452, Malta",Tanker,Chemical,Double hull,2962,,< 7m,Human element,Yes,,,,,,,,,,,59.18,17.63,HELCOM reporting
2013_0023,Sweden,2013.0,,12:30:00 PM,Open sea,Machinery damage,,Stopped one of two engines,Fuel equipment,No,nil,one main engines,Lapse,No,n.i.,No,0.0,,,,peoples and cars,"Liverpool Seaways, 9136034, Lithuania",Passenger,"ro-ro, ferry",,21856,,7-9m,Technical failure,Yes,,,,,,,,,,,56.15826,14.862772,HELCOM reporting
2013_0024,Sweden,2013.0,,12:45:00 PM,Open sea,Stranding/grounding,,,Alcohol or other intoxicants,,Alcohol or other intoxicants,,Violation,No,,No,0.0,,,,Ballast/empty,"ZEBRON, SBQH, Sweden",Tanker,Oil,Single hull,391,,< 7m,Human element,No,,,,,,,,,,,58.22,18.31,HELCOM reporting
2013_0025,Sweden,2013.0,,1:10:00 PM,Open sea,Damages to ships or equipment,,,,,,,Slip,No,,No,0.0,,,,Ballast/empty,"OCEAN SURVEYOR, SBJO, Sweden",Other,Research vessel,Single hull,514,,< 7m,Human element,Yes,,,,,,,,,,,55.97,12.74,HELCOM reporting
2013_0026,Sweden,2013.0,,1:23:00 PM,Open sea,Machinery damage,,,Technical fault in the electrical system,towing,,,,No,,No,0.0,,,,"Bulk (ore, coal, grain etc.)","VÃSTANVIK, SITA, Sweden",Cargo,Cement transport,Double bottom,2256,,< 7m,Technical failure,n.i.,,,,,,,,,,,59.27,17.67,HELCOM reporting
2013_0027,Germany,2013.0,,1:02:00 AM,Open sea,Collision,With vessel,The ships collided in the northern entrance of the Kadetrinne. Statengrach was a give way vessel.,No,No,COREG,"Katre severe damage to her bow area and forecastle/
Statengracht severe damage cargo hold above waterline",Mistake,No,No,No,0.0,n.i.,n.i.,n.i.,ballast/wood,"Katre/
9014937/
Malta",Cargo,General cargo,,2497,,< 7m,Human element,n.i.,"Statengracht/
9288045/
PHAQ",Cargo,General cargo,,16676,,9-11m,,,"Investigation Flagstate
Malta",54.89,13.22,HELCOM reporting
2013_0028,Germany,2013.0,,3:38:00 AM,Open sea,Collision,With vessel,,,No,,No,Violation,No,n.i.,No,0.0,,,,n.i.,"Mikhail Lomonosov, 9216482, Russia",Cargo,General Cargo,,2986,,< 7m,Human element,No,"Mochican Too, UK",Other,Yacht,,,,,,,Northly island Rugen,54.7,13.4,HELCOM reporting
2013_0029,Finland,2013.0,,6:00:00 AM,Open sea,Collision,With vessel,Vessels touched during ice break assistance,,,,n.i,,Yes,,n.i.,0.0,,,,,"Nordica, 9056985, FI",Other,Ice breaker,,9392,,7-9m,,No,"Nordland, 9229087, NL",Cargo,,,5052,,7-9m,,,,63.750667,22.463333,HELCOM reporting
2013_0030,Finland,2013.0,,8:00:00 AM,Open sea,Collision,With vessel,Vessels touched while manoeuvring in ice,,,,Yes,,Yes,,No,0.0,,,,,"Eemsborg, 9423748, NL",Cargo,,,7196,,n.i.,,,"Frisian Lady, 9246906, NL",Cargo,,,3666,,,,,,61.0,19.5,HELCOM reporting
2013_0031,Sweden,2013.0,,4:35:00 PM,Open sea,Machinery damage,,,"Technical fault in the equipment for surveillance, remote control and/or warning",,,,,No,,No,0.0,,,,Trailers/flat beds,"FINNTRADER, SKIJ, Sweden",Passenger,International traffic,Double bottom,33313,,7-9m,Technical failure,No,,,,,,,,,,,55.6,12.87,HELCOM reporting
2013_0032,Sweden,2013.0,,10:40:00 AM,Open sea,Collision,With vessel,,,,,,,No,,No,0.0,,,,Other/unknown,"STENA GERMANICA, SLDW, Sweden",Passenger,International traffic,Double hull,51837,,< 7m,External causes,No,"ÃLV-SNABBEN 5, SDBA, Sweden",Passenger,,Single hull,231,,< 7m,,,,57.69,11.91,HELCOM reporting
2013_0033,Finland,2013.0,,12:25:00 PM,Open sea,Collision,With vessel,,,,,No,,Yes,,No,0.0,,,,,"Kontio, 8518120, FI",Other,Ice breaker,,7066,,n.i.,,No,"Steenbank, 9313876, NL",Cargo,,,2999,,,,,,65.731667,24.161667,HELCOM reporting
2013_0034,Finland,2013.0,,3:05:00 PM,Open sea,Collision,With vessel,Collision due to following vessel's engine failure,,,,yes,,Yes,,No,0.0,,,,,"Varnebank, 9213739, NL",Cargo,General cargo,,6130,,7-9m,,No,"Neste, 9255294, FI",Tanker,Oil/chemical tanker,,15980,,7-9m,,,,65.317667,23.9015,HELCOM reporting
2013_0035,Estonia,2013.0,,3:21:00 PM,Open sea,Collision,With vessel,Less serious,Hard winds and very thick ice 30-40 cm,No,Operation of the ship,The damages of both the ships are the following - scrapes,Mistake,Yes,Yes,No,0.0,,,,Empty,"EVA-316, 7917977, Estonia",Other,Multi-purpose,,907,,< 7m,Human element,No,"EMSSUN,9372212,",Cargo,General cargo,,4817,,< 7m,,,,58.1066,24.375,HELCOM reporting
2013_0036,Sweden,2013.0,,5:30:00 PM,Open sea,Machinery damage,,,Technical fault in the propulsion machinery,,,,,No,,No,0.0,,,,Dry cargo/mixed cargo/containers,"RMS ROTTERDAM, 5BJP3, Cyprus",Cargo,Dry bulk carrier,Double bottom,2589,,< 7m,Technical failure,No,,,,,,,,,,,56.24,12.4,HELCOM reporting
2013_0037,Estonia,2013.0,,5:50:00 PM,Open sea,Machinery damage,,Less serious,Very thick ice 40-50 cm,Towing,,Breaking of the shaft which moves the propeller blades.,,Yes,Yes,No,0.0,,,,"Passengers, cars","REET, 7120811, Estonia",Cargo,Passenger Ferry Ship,,450,,< 7m,Technical failure,No,,,,,,,,,,,58.9066,23.41,HELCOM reporting
2013_0038,Sweden,2013.0,,6:35:00 PM,Open sea,Stranding/grounding,,,Poor visibility,,,,,No,,No,0.0,,,,Ballast/empty,"BALTICA, SJOY, Sweden",Other,Buoy ship,Single hull,974,,< 7m,External causes,No,,,,,,,,,,,57.16,18.5,HELCOM reporting
2013_0039,Sweden,2013.0,,6:40:00 PM,Open sea,Stranding/grounding,,,,,,,Mistake,n.i.,,No,0.0,,,,"Bulk (ore, coal, grain etc.)","THAMESTEEL 1, V7OI7, Marshall Islands",Cargo,Dry bulk carrier,Double hull,1984,,< 7m,Human element,n.i.,,,,,,,,,,,58.53,17.38,HELCOM reporting
2013_0040,Sweden,2013.0,,6:50:00 PM,Open sea,Stranding/grounding,,,,,,,Mistake,No,,No,0.0,,,,Ballast/empty,"STENA ALEGRA, MYIL6, United Kingdom",Cargo,Ro/ro,Double hull,22152,,< 7m,Human element,No,,,,,,,,,,,56.14,15.62,HELCOM reporting
2013_0041,Sweden,2013.0,,8:15:00 PM,Open sea,Stranding/grounding,,,Technical fault in the steering gear (incl. the steering engine),,,,,No,,No,0.0,,,,Passenger,"URANIBORG, SHFT, Sweden",Passenger,,Single hull,1151,,< 7m,Technical failure,No,,,,,,,,,,,55.86,12.81,HELCOM reporting
2013_0042,Sweden,2013.0,,8:20:00 PM,Open sea,Damages to ships or equipment,,,,ambulance helicopter,,Four crew members injured.,,No,,No,0.0,,,,Ballast/empty,"GÃTHEBORG, SLOA, Sweden",Passenger,,Single hull,788,,< 7m,Unknown,Yes,,,,,,,,,,,55.78,17.38,HELCOM reporting
